model_type,normalization_strategy,stopword_removal_strategy,vectorizer,max_features,ngram_range,vocab_size,training_accuracy,test_accuracy,processing_duration,report_training_data,report_test_data
LogisticRegression,porter,w-stopwords,HashingVectorizer,ALL_FEATURES,UNI_AND_BI_AND_TRIGRAMS,10000000,0.813825,0.8245125348189415,1133.830925770104,"{'0': {'f1-score': 0.8111743600796176, 'precision': 0.8202212621944185, 'recall': 0.8023248523455427, 'support': 159494.0}, '4': {'f1-score': 0.8164022533683419, 'precision': 0.8077396850950691, 'recall': 0.8252526385306468, 'support': 160506.0}, 'accuracy': 0.813825, 'macro avg': {'f1-score': 0.8137883067239797, 'precision': 0.8139804736447438, 'recall': 0.8137887454380948, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.8137965733302426, 'precision': 0.8139607371509554, 'recall': 0.813825, 'support': 320000.0}}","{'0': {'f1-score': 0.8085106382978723, 'precision': 0.875, 'recall': 0.751412429378531, 'support': 177.0}, '4': {'f1-score': 0.8380462724935732, 'precision': 0.7874396135265701, 'recall': 0.8956043956043956, 'support': 182.0}, 'accuracy': 0.8245125348189415, 'macro avg': {'f1-score': 0.8232784553957228, 'precision': 0.831219806763285, 'recall': 0.8235084124914633, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8234841352995926, 'precision': 0.8306100547683447, 'recall': 0.8245125348189415, 'support': 359.0}}"
LogisticRegression,lemmatizer,w-stopwords,HashingVectorizer,50000,UNI_AND_BIGRAMS,50000,0.79693125,0.8272980501392758,467.95431556366384,"{'0': {'f1-score': 0.7942552827715474, 'precision': 0.8022565624520288, 'recall': 0.7864120280386723, 'support': 159494.0}, '4': {'f1-score': 0.7995385023537613, 'precision': 0.7918438676247739, 'recall': 0.8073841476331103, 'support': 160506.0}, 'accuracy': 0.79693125, 'macro avg': {'f1-score': 0.7968968925626544, 'precision': 0.7970502150384013, 'recall': 0.7968980878358913, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7969052466536188, 'precision': 0.7970337499647058, 'recall': 0.79693125, 'support': 320000.0}}","{'0': {'f1-score': 0.808641975308642, 'precision': 0.891156462585034, 'recall': 0.7401129943502824, 'support': 177.0}, '4': {'f1-score': 0.8426395939086294, 'precision': 0.7830188679245284, 'recall': 0.9120879120879121, 'support': 182.0}, 'accuracy': 0.8272980501392758, 'macro avg': {'f1-score': 0.8256407846086358, 'precision': 0.8370876652547812, 'recall': 0.8261004532190972, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8258775368272986, 'precision': 0.8363346179382039, 'recall': 0.8272980501392758, 'support': 359.0}}"
LogisticRegression,lemmatizer,w-stopwords,TfidfVectorizer,ALL_FEATURES,UNIGRAMS,394314,0.79436875,0.8189415041782729,249.56233030557632,"{'0': {'f1-score': 0.7903727301688436, 'precision': 0.803394945792262, 'recall': 0.777765934768706, 'support': 159494.0}, '4': {'f1-score': 0.7982152713891444, 'precision': 0.7859523895793326, 'recall': 0.8108668834809913, 'support': 160506.0}, 'accuracy': 0.79436875, 'macro avg': {'f1-score': 0.794294000778994, 'precision': 0.7946736676857973, 'recall': 0.7943164091248487, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7943064017972985, 'precision': 0.7946460866437856, 'recall': 0.79436875, 'support': 320000.0}}","{'0': {'f1-score': 0.8126801152737753, 'precision': 0.8294117647058824, 'recall': 0.7966101694915254, 'support': 177.0}, '4': {'f1-score': 0.8247978436657682, 'precision': 0.8095238095238095, 'recall': 0.8406593406593407, 'support': 182.0}, 'accuracy': 0.8189415041782729, 'macro avg': {'f1-score': 0.8187389794697717, 'precision': 0.8194677871148459, 'recall': 0.818634755075433, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8188233647649807, 'precision': 0.8193292916052214, 'recall': 0.8189415041782729, 'support': 359.0}}"
LogisticRegression,porter,wo-stopwords-custom,HashingVectorizer,50000,UNI_AND_BI_AND_TRIGRAMS,50000,0.78056875,0.807799442896936,428.23122531734407,"{'0': {'f1-score': 0.7770389986473356, 'precision': 0.7871718991250644, 'recall': 0.7671636550591244, 'support': 159494.0}, '4': {'f1-score': 0.7839884823389711, 'precision': 0.774331550802139, 'recall': 0.7938893250096569, 'support': 160506.0}, 'accuracy': 0.78056875, 'macro avg': {'f1-score': 0.7805137404931534, 'precision': 0.7807517249636017, 'recall': 0.7805264900343907, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7805247293642408, 'precision': 0.780731421162816, 'recall': 0.78056875, 'support': 320000.0}}","{'0': {'f1-score': 0.790273556231003, 'precision': 0.8552631578947368, 'recall': 0.7344632768361582, 'support': 177.0}, '4': {'f1-score': 0.8226221079691517, 'precision': 0.7729468599033816, 'recall': 0.8791208791208791, 'support': 182.0}, 'accuracy': 0.807799442896936, 'macro avg': {'f1-score': 0.8064478321000774, 'precision': 0.8141050088990592, 'recall': 0.8067920779785187, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8066731005662204, 'precision': 0.813531775626139, 'recall': 0.807799442896936, 'support': 359.0}}"
LogisticRegression,none,wo-stopwords-nltk,HashingVectorizer,250000,UNIGRAMS,250000,0.7778875,0.8105849582172702,387.4569568000734,"{'0': {'f1-score': 0.7727981792144026, 'precision': 0.7883107905411575, 'recall': 0.7578843091276161, 'support': 159494.0}, '4': {'f1-score': 0.7827538145539906, 'precision': 0.7682975123303453, 'recall': 0.7977645695488019, 'support': 160506.0}, 'accuracy': 0.7778875, 'macro avg': {'f1-score': 0.7777759968841966, 'precision': 0.7783041514357514, 'recall': 0.777824439338209, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7777917392325773, 'precision': 0.7782725054395805, 'recall': 0.7778875, 'support': 320000.0}}","{'0': {'f1-score': 0.807909604519774, 'precision': 0.807909604519774, 'recall': 0.807909604519774, 'support': 177.0}, '4': {'f1-score': 0.8131868131868132, 'precision': 0.8131868131868132, 'recall': 0.8131868131868132, 'support': 182.0}, 'accuracy': 0.8105849582172702, 'macro avg': {'f1-score': 0.8105482088532936, 'precision': 0.8105482088532936, 'recall': 0.8105482088532936, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8105849582172702, 'precision': 0.8105849582172702, 'recall': 0.8105849582172702, 'support': 359.0}}"
LogisticRegression,lemmatizer,wo-stopwords-nltk,HashingVectorizer,50000,UNIGRAMS,50000,0.771771875,0.8133704735376045,427.67455537989736,"{'0': {'f1-score': 0.7662966435522219, 'precision': 0.7825356678365325, 'recall': 0.7507178953440254, 'support': 159494.0}, '4': {'f1-score': 0.7769964305016535, 'precision': 0.7619093244546113, 'recall': 0.7926931080458052, 'support': 160506.0}, 'accuracy': 0.771771875, 'macro avg': {'f1-score': 0.7716465370269376, 'precision': 0.7722224961455719, 'recall': 0.7717055016949153, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7716634560650515, 'precision': 0.7721898807400992, 'recall': 0.771771875, 'support': 320000.0}}","{'0': {'f1-score': 0.8069164265129684, 'precision': 0.8235294117647058, 'recall': 0.7909604519774012, 'support': 177.0}, '4': {'f1-score': 0.8194070080862533, 'precision': 0.8042328042328042, 'recall': 0.8351648351648352, 'support': 182.0}, 'accuracy': 0.8133704735376045, 'macro avg': {'f1-score': 0.8131617172996108, 'precision': 0.813881107998755, 'recall': 0.8130626435711181, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8132486990654416, 'precision': 0.8137467305089784, 'recall': 0.8133704735376045, 'support': 359.0}}"
LogisticRegression,lemmatizer,w-stopwords,HashingVectorizer,10000,UNI_AND_BIGRAMS,10000,0.769834375,0.7743732590529248,461.581641132012,"{'0': {'f1-score': 0.7677887389219404, 'precision': 0.7721879419356066, 'recall': 0.7634393770298569, 'support': 159494.0}, '4': {'f1-score': 0.7718442842583615, 'precision': 0.7675478858748221, 'recall': 0.7761890521226621, 'support': 160506.0}, 'accuracy': 0.769834375, 'macro avg': {'f1-score': 0.769816511590151, 'precision': 0.7698679139052144, 'recall': 0.7698142145762594, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7698229244212141, 'precision': 0.7698605768165682, 'recall': 0.769834375, 'support': 320000.0}}","{'0': {'f1-score': 0.7460815047021944, 'precision': 0.8380281690140845, 'recall': 0.672316384180791, 'support': 177.0}, '4': {'f1-score': 0.7969924812030075, 'precision': 0.7327188940092166, 'recall': 0.8736263736263736, 'support': 182.0}, 'accuracy': 0.7743732590529248, 'macro avg': {'f1-score': 0.7715369929526009, 'precision': 0.7853735315116506, 'recall': 0.7729713789035824, 'support': 359.0}, 'weighted avg': {'f1-score': 0.7718915262151415, 'precision': 0.7846401800144023, 'recall': 0.7743732590529248, 'support': 359.0}}"
LogisticRegression,porter,wo-stopwords-custom,HashingVectorizer,10000,UNI_AND_BI_AND_TRIGRAMS,10000,0.753584375,0.7966573816155988,317.9830237776041,"{'0': {'f1-score': 0.7499960368666516, 'precision': 0.7586089678217981, 'recall': 0.7415764856358233, 'support': 159494.0}, '4': {'f1-score': 0.7570711629640812, 'precision': 0.7488100824562579, 'recall': 0.7655165538982966, 'support': 160506.0}, 'accuracy': 0.753584375, 'macro avg': {'f1-score': 0.7535335999153664, 'precision': 0.753709525139028, 'recall': 0.75354651976706, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.753544787458508, 'precision': 0.7536940306515437, 'recall': 0.753584375, 'support': 320000.0}}","{'0': {'f1-score': 0.7846607669616519, 'precision': 0.8209876543209876, 'recall': 0.751412429378531, 'support': 177.0}, '4': {'f1-score': 0.8073878627968337, 'precision': 0.7766497461928934, 'recall': 0.8406593406593407, 'support': 182.0}, 'accuracy': 0.7966573816155988, 'macro avg': {'f1-score': 0.7960243148792427, 'precision': 0.7988187002569405, 'recall': 0.7960358850189359, 'support': 359.0}, 'weighted avg': {'f1-score': 0.7961825815633318, 'precision': 0.7985099404510346, 'recall': 0.7966573816155988, 'support': 359.0}}"
LogisticRegression,lemmatizer,wo-stopwords-nltk,HashingVectorizer,ALL_FEATURES,UNIGRAMS,300000,0.77616875,0.8161559888579387,394.23779623769224,"{'0': {'f1-score': 0.7707909322478655, 'precision': 0.7871540804454961, 'recall': 0.7550942355198315, 'support': 159494.0}, '4': {'f1-score': 0.7812999987786557, 'precision': 0.7661045975497299, 'recall': 0.7971103883966955, 'support': 160506.0}, 'accuracy': 0.77616875, 'macro avg': {'f1-score': 0.7760454655132607, 'precision': 0.776629338997613, 'recall': 0.7761023119582635, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7760620829747125, 'precision': 0.776596054502784, 'recall': 0.77616875, 'support': 320000.0}}","{'0': {'f1-score': 0.8125, 'precision': 0.8171428571428572, 'recall': 0.807909604519774, 'support': 177.0}, '4': {'f1-score': 0.819672131147541, 'precision': 0.8152173913043478, 'recall': 0.8241758241758241, 'support': 182.0}, 'accuracy': 0.8161559888579387, 'macro avg': {'f1-score': 0.8160860655737705, 'precision': 0.8161801242236024, 'recall': 0.8160427143477991, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8161360107767479, 'precision': 0.8161667156871225, 'recall': 0.8161559888579387, 'support': 359.0}}"
LogisticRegression,lemmatizer,wo-stopwords-nltk,HashingVectorizer,250000,UNIGRAMS,250000,0.7761375,0.8133704735376045,455.3501143101603,"{'0': {'f1-score': 0.7710988126126357, 'precision': 0.7862532744262424, 'recall': 0.7565174865512182, 'support': 159494.0}, '4': {'f1-score': 0.7809591369968567, 'precision': 0.7668159819380562, 'recall': 0.7956338080819408, 'support': 160506.0}, 'accuracy': 0.7761375, 'macro avg': {'f1-score': 0.7760289748047462, 'precision': 0.7765346281821492, 'recall': 0.7760756473165795, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7760445664426787, 'precision': 0.7765038929634024, 'recall': 0.7761375, 'support': 320000.0}}","{'0': {'f1-score': 0.8069164265129684, 'precision': 0.8235294117647058, 'recall': 0.7909604519774012, 'support': 177.0}, '4': {'f1-score': 0.8194070080862533, 'precision': 0.8042328042328042, 'recall': 0.8351648351648352, 'support': 182.0}, 'accuracy': 0.8133704735376045, 'macro avg': {'f1-score': 0.8131617172996108, 'precision': 0.813881107998755, 'recall': 0.8130626435711181, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8132486990654416, 'precision': 0.8137467305089784, 'recall': 0.8133704735376045, 'support': 359.0}}"
LogisticRegression,porter,wo-stopwords-nltk,HashingVectorizer,50000,UNIGRAMS,50000,0.77135,0.8022284122562674,316.38169795274734,"{'0': {'f1-score': 0.7666360481730965, 'precision': 0.7802028018332663, 'recall': 0.7535330482651384, 'support': 159494.0}, '4': {'f1-score': 0.7758772789649089, 'precision': 0.7631328408392485, 'recall': 0.7890546147807559, 'support': 160506.0}, 'accuracy': 0.77135, 'macro avg': {'f1-score': 0.7712566635690027, 'precision': 0.7716678213362573, 'recall': 0.7712938315229472, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7712712762651922, 'precision': 0.7716408294604357, 'recall': 0.77135, 'support': 320000.0}}","{'0': {'f1-score': 0.8, 'precision': 0.797752808988764, 'recall': 0.8022598870056498, 'support': 177.0}, '4': {'f1-score': 0.8044077134986226, 'precision': 0.8066298342541437, 'recall': 0.8021978021978022, 'support': 182.0}, 'accuracy': 0.8022284122562674, 'macro avg': {'f1-score': 0.8022038567493113, 'precision': 0.8021913216214538, 'recall': 0.802228844601726, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8022345511330065, 'precision': 0.8022531393461432, 'recall': 0.8022284122562674, 'support': 359.0}}"
LogisticRegression,lemmatizer,wo-stopwords-nltk,TfidfVectorizer,50000,UNI_AND_BI_AND_TRIGRAMS,50000,0.789359375,0.8328690807799443,409.72760503180325,"{'0': {'f1-score': 0.7841181689198061, 'precision': 0.8014626449386855, 'recall': 0.76750849561739, 'support': 159494.0}, '4': {'f1-score': 0.7943521199381272, 'precision': 0.778307216778367, 'recall': 0.8110724832716534, 'support': 160506.0}, 'accuracy': 0.789359375, 'macro avg': {'f1-score': 0.7892351444289667, 'precision': 0.7898849308585263, 'recall': 0.7892904894445216, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7892513268640143, 'precision': 0.7898483163377478, 'recall': 0.789359375, 'support': 320000.0}}","{'0': {'f1-score': 0.8305084745762712, 'precision': 0.8305084745762712, 'recall': 0.8305084745762712, 'support': 177.0}, '4': {'f1-score': 0.8351648351648352, 'precision': 0.8351648351648352, 'recall': 0.8351648351648352, 'support': 182.0}, 'accuracy': 0.8328690807799443, 'macro avg': {'f1-score': 0.8328366548705533, 'precision': 0.8328366548705533, 'recall': 0.8328366548705533, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8328690807799443, 'precision': 0.8328690807799443, 'recall': 0.8328690807799443, 'support': 359.0}}"
LogisticRegression,lemmatizer,w-stopwords,HashingVectorizer,ALL_FEATURES,UNI_AND_BIGRAMS,3500000,0.811778125,0.8328690807799443,734.4919911976904,"{'0': {'f1-score': 0.8084139944843995, 'precision': 0.8204368345955438, 'recall': 0.7967384353016415, 'support': 159494.0}, '4': {'f1-score': 0.8150261501939383, 'precision': 0.8036556782324832, 'recall': 0.8267229885487147, 'support': 160506.0}, 'accuracy': 0.811778125, 'macro avg': {'f1-score': 0.8117200723391689, 'precision': 0.8120462564140135, 'recall': 0.8117307119251781, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.8117305278103846, 'precision': 0.8120197212105144, 'recall': 0.811778125, 'support': 320000.0}}","{'0': {'f1-score': 0.8192771084337349, 'precision': 0.8774193548387097, 'recall': 0.768361581920904, 'support': 177.0}, '4': {'f1-score': 0.844559585492228, 'precision': 0.7990196078431373, 'recall': 0.8956043956043956, 'support': 182.0}, 'accuracy': 0.8328690807799443, 'macro avg': {'f1-score': 0.8319183469629814, 'precision': 0.8382194813409235, 'recall': 0.8319829887626498, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8320944087809374, 'precision': 0.8376735221000073, 'recall': 0.8328690807799443, 'support': 359.0}}"
LogisticRegression,none,w-stopwords,TfidfVectorizer,50000,UNI_AND_BIGRAMS,50000,0.816509375,0.8328690807799443,471.55315127782524,"{'0': {'f1-score': 0.8138125663913244, 'precision': 0.8232705249854047, 'recall': 0.8045694508884347, 'support': 159494.0}, '4': {'f1-score': 0.8191291758436398, 'precision': 0.8100884060708345, 'recall': 0.8283740171706977, 'support': 160506.0}, 'accuracy': 0.816509375, 'macro avg': {'f1-score': 0.8164708711174821, 'precision': 0.8166794655281195, 'recall': 0.8164717340295662, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.8164792780061786, 'precision': 0.8166586213025859, 'recall': 0.816509375, 'support': 320000.0}}","{'0': {'f1-score': 0.8224852071005917, 'precision': 0.8633540372670807, 'recall': 0.7853107344632768, 'support': 177.0}, '4': {'f1-score': 0.8421052631578947, 'precision': 0.8080808080808081, 'recall': 0.8791208791208791, 'support': 182.0}, 'accuracy': 0.8328690807799443, 'macro avg': {'f1-score': 0.8322952351292432, 'precision': 0.8357174226739443, 'recall': 0.832215806792078, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8324318650460767, 'precision': 0.8353325116071877, 'recall': 0.8328690807799443, 'support': 359.0}}"
LogisticRegression,none,w-stopwords,TfidfVectorizer,250000,UNI_AND_BIGRAMS,250000,0.82090625,0.83008356545961,234.83529550395906,"{'0': {'f1-score': 0.8183287897039244, 'precision': 0.8275842170729518, 'recall': 0.809278091965842, 'support': 159494.0}, '4': {'f1-score': 0.8234115979540272, 'precision': 0.8145567382371948, 'recall': 0.8324610917971914, 'support': 160506.0}, 'accuracy': 0.82090625, 'macro avg': {'f1-score': 0.8208701938289757, 'precision': 0.8210704776550732, 'recall': 0.8208695918815168, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.8208782310195213, 'precision': 0.8210498779541642, 'recall': 0.82090625, 'support': 320000.0}}","{'0': {'f1-score': 0.8189910979228486, 'precision': 0.8625, 'recall': 0.7796610169491526, 'support': 177.0}, '4': {'f1-score': 0.8398950131233596, 'precision': 0.8040201005025126, 'recall': 0.8791208791208791, 'support': 182.0}, 'accuracy': 0.83008356545961, 'macro avg': {'f1-score': 0.829443055523104, 'precision': 0.8332600502512564, 'recall': 0.8293909480350159, 'support': 359.0}, 'weighted avg': {'f1-score': 0.829588625963219, 'precision': 0.8328528086113017, 'recall': 0.83008356545961, 'support': 359.0}}"
LogisticRegression,porter,wo-stopwords-nltk,HashingVectorizer,ALL_FEATURES,UNIGRAMS,300000,0.774546875,0.8105849582172702,287.0740398950875,"{'0': {'f1-score': 0.7694775420736637, 'precision': 0.7845819025340622, 'recall': 0.754943759639861, 'support': 159494.0}, '4': {'f1-score': 0.7793980497619536, 'precision': 0.7652989533480253, 'recall': 0.794026391536765, 'support': 160506.0}, 'accuracy': 0.774546875, 'macro avg': {'f1-score': 0.7744377959178086, 'precision': 0.7749404279410438, 'recall': 0.774485075588313, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7744534827205908, 'precision': 0.7749099367776434, 'recall': 0.774546875, 'support': 320000.0}}","{'0': {'f1-score': 0.8034682080924855, 'precision': 0.8224852071005917, 'recall': 0.7853107344632768, 'support': 177.0}, '4': {'f1-score': 0.8172043010752689, 'precision': 0.8, 'recall': 0.8351648351648352, 'support': 182.0}, 'accuracy': 0.8105849582172702, 'macro avg': {'f1-score': 0.8103362545838773, 'precision': 0.8112426035502959, 'recall': 0.8102377848140561, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8104319098274899, 'precision': 0.8110860213281468, 'recall': 0.8105849582172702, 'support': 359.0}}"
LogisticRegression,porter,wo-stopwords-nltk,HashingVectorizer,250000,UNI_AND_BI_AND_TRIGRAMS,250000,0.780625,0.7938718662952646,474.8736411537975,"{'0': {'f1-score': 0.775387312902751, 'precision': 0.7917265622958104, 'recall': 0.7597088291722572, 'support': 159494.0}, '4': {'f1-score': 0.785623980797772, 'precision': 0.7704485014015668, 'recall': 0.8014092931105379, 'support': 160506.0}, 'accuracy': 0.780625, 'macro avg': {'f1-score': 0.7805056468502615, 'precision': 0.7810875318486886, 'recall': 0.7805590611413975, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7805218335813704, 'precision': 0.7810538859148995, 'recall': 0.780625, 'support': 320000.0}}","{'0': {'f1-score': 0.7848837209302325, 'precision': 0.8083832335329342, 'recall': 0.7627118644067796, 'support': 177.0}, '4': {'f1-score': 0.8021390374331551, 'precision': 0.78125, 'recall': 0.8241758241758241, 'support': 182.0}, 'accuracy': 0.7938718662952646, 'macro avg': {'f1-score': 0.7935113791816938, 'precision': 0.7948166167664671, 'recall': 0.7934438442913019, 'support': 359.0}, 'weighted avg': {'f1-score': 0.793631541552884, 'precision': 0.7946276666722266, 'recall': 0.7938718662952646, 'support': 359.0}}"
LogisticRegression,porter,wo-stopwords-nltk,HashingVectorizer,10000,UNIGRAMS,10000,0.759375,0.8133704735376045,135.5285031478852,"{'0': {'f1-score': 0.7538347431888951, 'precision': 0.7690536450451391, 'recall': 0.7392064905262894, 'support': 159494.0}, '4': {'f1-score': 0.7646713650894554, 'precision': 0.7504739165906801, 'recall': 0.7794163458063873, 'support': 160506.0}, 'accuracy': 0.759375, 'macro avg': {'f1-score': 0.7592530541391753, 'precision': 0.7597637808179096, 'recall': 0.7593114181663383, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7592701895475555, 'precision': 0.759734401622291, 'recall': 0.759375, 'support': 320000.0}}","{'0': {'f1-score': 0.8057971014492754, 'precision': 0.8273809523809523, 'recall': 0.7853107344632768, 'support': 177.0}, '4': {'f1-score': 0.8203753351206434, 'precision': 0.8010471204188482, 'recall': 0.8406593406593407, 'support': 182.0}, 'accuracy': 0.8133704735376045, 'macro avg': {'f1-score': 0.8130862182849594, 'precision': 0.8142140363999002, 'recall': 0.8129850375613088, 'support': 359.0}, 'weighted avg': {'f1-score': 0.813187738018047, 'precision': 0.8140306531689665, 'recall': 0.8133704735376045, 'support': 359.0}}"
LogisticRegression,lemmatizer,w-stopwords,TfidfVectorizer,50000,UNI_AND_BIGRAMS,50000,0.815515625,0.841225626740947,362.4087527692318,"{'0': {'f1-score': 0.8129501189755743, 'precision': 0.8217426673584555, 'recall': 0.8043437370684791, 'support': 159494.0}, '4': {'f1-score': 0.8180117081651967, 'precision': 0.8095836663961484, 'recall': 0.8266170735050403, 'support': 160506.0}, 'accuracy': 0.815515625, 'macro avg': {'f1-score': 0.8154809135703855, 'precision': 0.815663166877302, 'recall': 0.8154804052867597, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.8154889172082916, 'precision': 0.8156439404570303, 'recall': 0.815515625, 'support': 320000.0}}","{'0': {'f1-score': 0.8298507462686567, 'precision': 0.879746835443038, 'recall': 0.7853107344632768, 'support': 177.0}, '4': {'f1-score': 0.8511749347258486, 'precision': 0.8109452736318408, 'recall': 0.8956043956043956, 'support': 182.0}, 'accuracy': 0.841225626740947, 'macro avg': {'f1-score': 0.8405128404972526, 'precision': 0.8453460545374394, 'recall': 0.8404575650338362, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8406613376313558, 'precision': 0.8448669350262192, 'recall': 0.841225626740947, 'support': 359.0}}"
LogisticRegression,lemmatizer,wo-stopwords-nltk,TfidfVectorizer,ALL_FEATURES,UNI_AND_BI_AND_TRIGRAMS,11299599,0.791246875,0.8272980501392758,433.6458452567458,"{'0': {'f1-score': 0.7853955505581881, 'precision': 0.8053511309057129, 'recall': 0.7664050058309404, 'support': 159494.0}, '4': {'f1-score': 0.796787588409765, 'precision': 0.7785208567403207, 'recall': 0.8159321146873014, 'support': 160506.0}, 'accuracy': 0.791246875, 'macro avg': {'f1-score': 0.7910915694839766, 'precision': 0.7919359938230168, 'recall': 0.791168560259121, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7911095831438294, 'precision': 0.7918935684519928, 'recall': 0.791246875, 'support': 320000.0}}","{'0': {'f1-score': 0.8258426966292135, 'precision': 0.8212290502793296, 'recall': 0.8305084745762712, 'support': 177.0}, '4': {'f1-score': 0.8287292817679558, 'precision': 0.8333333333333334, 'recall': 0.8241758241758241, 'support': 182.0}, 'accuracy': 0.8272980501392758, 'macro avg': {'f1-score': 0.8272859891985846, 'precision': 0.8272811918063314, 'recall': 0.8273421493760477, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8273060907664033, 'precision': 0.827365483471053, 'recall': 0.8272980501392758, 'support': 359.0}}"
LogisticRegression,porter,wo-stopwords-custom,TfidfVectorizer,50000,UNIGRAMS,50000,0.785865625,0.8245125348189415,396.9880102593452,"{'0': {'f1-score': 0.7818607242339833, 'precision': 0.7941551176672207, 'recall': 0.7699411890102449, 'support': 159494.0}, '4': {'f1-score': 0.7897261219792865, 'precision': 0.7781143987083432, 'recall': 0.8016896564614407, 'support': 160506.0}, 'accuracy': 0.785865625, 'macro avg': {'f1-score': 0.7857934231066349, 'precision': 0.786134758187782, 'recall': 0.7858154227358428, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7858058602668196, 'precision': 0.7861093938009283, 'recall': 0.785865625, 'support': 320000.0}}","{'0': {'f1-score': 0.8152492668621701, 'precision': 0.8475609756097561, 'recall': 0.7853107344632768, 'support': 177.0}, '4': {'f1-score': 0.8328912466843501, 'precision': 0.8051282051282052, 'recall': 0.8626373626373627, 'support': 182.0}, 'accuracy': 0.8245125348189415, 'macro avg': {'f1-score': 0.8240702567732601, 'precision': 0.8263445903689806, 'recall': 0.8239740485503197, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8241931117859493, 'precision': 0.826049097538329, 'recall': 0.8245125348189415, 'support': 359.0}}"
LogisticRegression,porter,wo-stopwords-custom,TfidfVectorizer,250000,UNIGRAMS,250000,0.78478125,0.8105849582172702,157.22336068749428,"{'0': {'f1-score': 0.779863961234066, 'precision': 0.7954655120697974, 'recall': 0.7648626280612437, 'support': 159494.0}, '4': {'f1-score': 0.7894836587721765, 'precision': 0.7749486924064761, 'recall': 0.8045742838273958, 'support': 160506.0}, 'accuracy': 0.78478125, 'macro avg': {'f1-score': 0.7846738100031212, 'precision': 0.7852071022381368, 'recall': 0.7847184559443198, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7846890211498534, 'precision': 0.7851746600170442, 'recall': 0.78478125, 'support': 320000.0}}","{'0': {'f1-score': 0.8, 'precision': 0.8343558282208589, 'recall': 0.768361581920904, 'support': 177.0}, '4': {'f1-score': 0.8201058201058201, 'precision': 0.7908163265306123, 'recall': 0.8516483516483516, 'support': 182.0}, 'accuracy': 0.8105849582172702, 'macro avg': {'f1-score': 0.8100529100529101, 'precision': 0.8125860773757356, 'recall': 0.8100049667846279, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8101929227277417, 'precision': 0.8122828775032408, 'recall': 0.8105849582172702, 'support': 359.0}}"
